,day_times,day_times,day_times,day_times,day_times,day_times
306362,224.0,3.0,9.0,8.0,0.0,0.0
306387,299.0,1.0,4.0,1.0,0.0,0.0
306463,316.0,3.0,1.0,0.0,0.0,0.0
306486,3.0,2.0,0.0,0.0,0.0,0.0
306498,240.0,1.0,1.0,2.0,0.0,0.0
306581,1.0,0.0,0.0,0.0,0.0,0.0
306599,29.0,0.0,1.0,0.0,0.0,0.0
306606,51.0,0.0,0.0,0.0,0.0,0.0
306637,1032.0,2.0,3.0,0.0,0.0,0.0
306638,104.0,17.0,1.0,0.0,0.0,0.0
306664,127.0,0.0,0.0,0.0,0.0,0.0
306679,243.0,10.0,5.0,2.0,0.0,0.0
306699,3.0,1.0,0.0,0.0,0.0,0.0
306775,56.0,0.0,2.0,0.0,0.0,0.0
306855,88.0,6.0,0.0,0.0,0.0,0.0
306863,58.0,7.0,0.0,0.0,0.0,0.0
306954,265.0,115.0,8.0,1.0,0.0,0.0
306962,20.0,0.0,0.0,0.0,0.0,0.0
306975,46.0,1.0,0.0,0.0,0.0,0.0
306984,3002.0,28.0,7.0,0.0,0.0,0.0
307046,34.0,0.0,2.0,0.0,0.0,0.0
307077,8.0,0.0,0.0,0.0,0.0,0.0
307115,6.0,0.0,0.0,0.0,0.0,0.0
307277,165.0,0.0,1.0,1.0,0.0,0.0
307287,29.0,0.0,0.0,1.0,0.0,0.0
307334,321.0,11.0,3.0,1.0,0.0,0.0
307360,3.0,0.0,0.0,0.0,0.0,0.0
307397,228.0,0.0,0.0,0.0,0.0,0.0
307405,1291.0,3.0,7.0,0.0,0.0,0.0
307413,167.0,16.0,3.0,2.0,0.0,0.0
307441,76.0,1.0,1.0,0.0,0.0,0.0
307445,32.0,2.0,0.0,4.0,0.0,0.0
307455,41.0,0.0,1.0,0.0,0.0,0.0
307469,512.0,0.0,0.0,0.0,0.0,0.0
307534,919.0,20.0,6.0,18.0,0.0,0.0
307550,373.0,1.0,0.0,0.0,0.0,0.0
307612,1288.0,6.0,1.0,1.0,0.0,2.0
307662,2148.0,32.0,59.0,0.0,0.0,0.0
307696,20.0,0.0,0.0,0.0,0.0,0.0
307716,175.0,1.0,0.0,0.0,0.0,0.0
307721,18.0,0.0,1.0,0.0,0.0,0.0
307759,11.0,0.0,0.0,0.0,0.0,0.0
307761,24.0,1.0,0.0,0.0,0.0,0.0
307764,15.0,8.0,0.0,0.0,0.0,0.0
307776,3722.0,16.0,29.0,0.0,0.0,1.0
307787,475.0,5.0,4.0,1.0,0.0,0.0
307837,756.0,2.0,0.0,0.0,0.0,0.0
307842,33.0,0.0,0.0,0.0,0.0,0.0
307902,37.0,0.0,4.0,0.0,0.0,0.0
307953,368.0,1.0,0.0,0.0,0.0,0.0
307976,22.0,1.0,0.0,2.0,0.0,0.0
308029,84.0,1.0,0.0,0.0,0.0,0.0
308043,52.0,0.0,8.0,0.0,0.0,0.0
308045,1733.0,41.0,4.0,0.0,0.0,0.0
308051,104.0,28.0,2.0,0.0,0.0,0.0
308077,555.0,1.0,2.0,0.0,0.0,0.0
308089,91.0,2.0,0.0,0.0,0.0,0.0
308112,399.0,0.0,2.0,0.0,0.0,0.0
308114,1578.0,16.0,1.0,0.0,0.0,6.0
308161,386.0,58.0,22.0,0.0,0.0,0.0
308163,1177.0,27.0,6.0,0.0,0.0,0.0
308177,771.0,22.0,4.0,3.0,0.0,0.0
308252,423.0,11.0,30.0,0.0,0.0,0.0
308260,305.0,1.0,2.0,0.0,0.0,0.0
308309,32.0,3.0,0.0,5.0,0.0,0.0
308316,1435.0,1.0,1.0,4.0,0.0,0.0
308342,311.0,4.0,5.0,0.0,0.0,0.0
308346,11.0,0.0,0.0,0.0,0.0,0.0
308369,50.0,0.0,0.0,2.0,0.0,0.0
308398,6.0,0.0,0.0,0.0,0.0,0.0
308437,1780.0,3.0,4.0,2.0,0.0,0.0
308478,46.0,0.0,9.0,0.0,0.0,0.0
308479,2200.0,121.0,0.0,0.0,1.0,0.0
308582,63.0,0.0,0.0,0.0,0.0,0.0
308647,48.0,0.0,1.0,0.0,0.0,0.0
308754,85.0,2.0,0.0,0.0,0.0,0.0
308779,2.0,0.0,0.0,0.0,0.0,0.0
308788,351.0,1.0,1.0,0.0,0.0,0.0
308795,11.0,1.0,0.0,0.0,0.0,0.0
308803,854.0,4.0,7.0,2.0,0.0,0.0
308865,25.0,0.0,1.0,0.0,0.0,0.0
308868,3.0,0.0,0.0,0.0,0.0,0.0
308869,1869.0,9.0,2.0,19.0,0.0,0.0
308914,965.0,0.0,0.0,1.0,0.0,0.0
308968,1273.0,13.0,64.0,5.0,0.0,0.0
309029,453.0,7.0,6.0,0.0,0.0,0.0
309034,177.0,6.0,0.0,0.0,0.0,0.0
309036,256.0,0.0,0.0,0.0,0.0,0.0
309038,2.0,0.0,0.0,0.0,0.0,0.0
309057,7.0,0.0,0.0,0.0,0.0,0.0
309066,93.0,0.0,0.0,0.0,0.0,0.0
309071,9.0,0.0,0.0,0.0,0.0,0.0
309098,104.0,3.0,0.0,0.0,0.0,0.0
309109,1.0,0.0,0.0,0.0,0.0,0.0
309121,139.0,1.0,2.0,0.0,0.0,0.0
309125,223.0,8.0,2.0,0.0,0.0,0.0
309160,20.0,6.0,2.0,0.0,0.0,0.0
309199,4.0,2.0,0.0,1.0,0.0,0.0
309236,10.0,0.0,0.0,0.0,0.0,0.0
309258,13.0,0.0,0.0,0.0,0.0,0.0
309275,1.0,0.0,0.0,0.0,0.0,0.0
309318,280.0,2.0,3.0,0.0,0.0,0.0
309357,54.0,0.0,1.0,2.0,0.0,0.0
309370,244.0,5.0,3.0,0.0,0.0,0.0
309389,477.0,7.0,5.0,0.0,0.0,0.0
309412,166.0,0.0,0.0,0.0,0.0,0.0
309432,95.0,9.0,1.0,0.0,0.0,0.0
309435,354.0,2.0,1.0,2.0,0.0,0.0
309447,45.0,0.0,0.0,0.0,0.0,0.0
309481,2102.0,15.0,35.0,0.0,0.0,0.0
309536,301.0,4.0,11.0,0.0,0.0,0.0
309541,626.0,44.0,17.0,0.0,0.0,0.0
309570,60.0,1.0,2.0,0.0,0.0,0.0
309589,1.0,0.0,0.0,0.0,0.0,0.0
309602,199.0,5.0,3.0,1.0,0.0,0.0
309605,1.0,0.0,0.0,0.0,0.0,0.0
309608,1.0,0.0,0.0,0.0,0.0,0.0
309627,374.0,6.0,7.0,0.0,0.0,0.0
309649,136.0,2.0,4.0,0.0,0.0,0.0
309655,281.0,10.0,3.0,23.0,0.0,0.0
309662,1170.0,22.0,10.0,0.0,0.0,0.0
309669,771.0,6.0,2.0,2.0,0.0,0.0
309674,68.0,0.0,0.0,0.0,0.0,0.0
309675,47.0,0.0,0.0,0.0,0.0,0.0
309720,4640.0,13.0,5.0,0.0,0.0,0.0
309727,1412.0,33.0,11.0,0.0,0.0,0.0
309763,564.0,10.0,5.0,13.0,0.0,0.0
309774,46.0,0.0,3.0,0.0,0.0,0.0
309836,2.0,0.0,0.0,0.0,0.0,0.0
309838,11.0,3.0,0.0,0.0,0.0,0.0
309887,21.0,0.0,4.0,0.0,0.0,0.0
309910,104.0,2.0,0.0,0.0,0.0,0.0
309944,35.0,1.0,0.0,1.0,0.0,0.0
310009,12.0,0.0,0.0,0.0,0.0,0.0
310025,238.0,0.0,0.0,0.0,0.0,0.0
310040,1159.0,0.0,1.0,9.0,0.0,0.0
310092,638.0,5.0,5.0,0.0,0.0,0.0
310149,8.0,0.0,0.0,0.0,0.0,0.0
310153,76.0,2.0,0.0,0.0,0.0,0.0
310169,6.0,23.0,0.0,0.0,0.0,0.0
310216,297.0,2.0,1.0,0.0,0.0,0.0
310217,8.0,1.0,1.0,0.0,0.0,0.0
310265,1.0,0.0,0.0,0.0,0.0,0.0
310273,76.0,0.0,0.0,0.0,0.0,0.0
310292,6.0,2.0,0.0,0.0,0.0,0.0
310303,19.0,0.0,0.0,0.0,0.0,0.0
310444,467.0,33.0,46.0,0.0,0.0,0.0
310483,609.0,28.0,52.0,0.0,0.0,0.0
310492,488.0,0.0,5.0,0.0,0.0,0.0
310563,349.0,4.0,5.0,0.0,0.0,0.0
310638,1124.0,85.0,5.0,0.0,0.0,0.0
310723,112.0,0.0,0.0,0.0,0.0,0.0
310729,2803.0,8.0,5.0,1.0,0.0,0.0
310830,140.0,3.0,2.0,1.0,0.0,0.0
310831,1036.0,23.0,7.0,3.0,0.0,0.0
310854,12.0,0.0,0.0,0.0,0.0,0.0
310912,1619.0,22.0,0.0,29.0,0.0,0.0
310935,893.0,1.0,2.0,0.0,0.0,0.0
310975,172.0,4.0,3.0,1.0,0.0,0.0
310977,3128.0,3.0,4.0,0.0,0.0,0.0
310979,84.0,14.0,1.0,0.0,0.0,0.0
310993,487.0,1.0,4.0,0.0,0.0,0.0
311009,523.0,8.0,5.0,0.0,0.0,0.0
311119,37.0,0.0,0.0,0.0,0.0,0.0
311175,1957.0,242.0,64.0,2.0,0.0,0.0
311262,2158.0,25.0,3.0,0.0,0.0,0.0
311297,109.0,7.0,0.0,0.0,0.0,0.0
311315,924.0,1.0,25.0,1.0,0.0,0.0
311316,989.0,1.0,1.0,0.0,0.0,0.0
311325,112.0,0.0,0.0,0.0,0.0,0.0
311368,68.0,0.0,0.0,2.0,0.0,0.0
311385,1.0,0.0,0.0,0.0,0.0,0.0
311405,504.0,12.0,10.0,3.0,0.0,0.0
311458,110.0,0.0,0.0,0.0,0.0,0.0
311459,1029.0,0.0,1.0,0.0,0.0,0.0
311492,301.0,10.0,0.0,0.0,0.0,0.0
311493,375.0,31.0,2.0,0.0,0.0,0.0
311524,269.0,1.0,0.0,0.0,0.0,0.0
311589,322.0,3.0,4.0,0.0,0.0,0.0
311608,690.0,148.0,3.0,0.0,0.0,0.0
311664,67.0,3.0,0.0,0.0,0.0,0.0
311782,13.0,0.0,0.0,0.0,0.0,0.0
311795,58.0,3.0,8.0,0.0,0.0,0.0
311808,928.0,8.0,8.0,5.0,0.0,0.0
311811,27.0,0.0,0.0,0.0,0.0,0.0
311843,141.0,0.0,0.0,0.0,0.0,0.0
311901,103.0,0.0,0.0,0.0,0.0,0.0
311943,1087.0,22.0,6.0,0.0,2.0,1.0
312023,1191.0,3.0,0.0,0.0,0.0,0.0
312024,28.0,8.0,1.0,0.0,0.0,0.0
312032,8.0,1.0,0.0,0.0,0.0,0.0
312054,22.0,0.0,0.0,0.0,0.0,0.0
312089,200.0,12.0,12.0,0.0,0.0,0.0
312121,71.0,4.0,2.0,0.0,0.0,0.0
312130,5.0,0.0,0.0,0.0,0.0,0.0
312132,45.0,1.0,0.0,0.0,0.0,0.0
312139,74.0,7.0,0.0,0.0,0.0,0.0
312159,5836.0,142.0,52.0,2.0,0.0,0.0
312172,99.0,3.0,0.0,0.0,0.0,0.0
312175,127.0,4.0,2.0,0.0,0.0,0.0
312217,288.0,0.0,0.0,0.0,0.0,0.0
312260,909.0,43.0,8.0,0.0,0.0,0.0
312274,2.0,2.0,0.0,0.0,0.0,0.0
312276,473.0,2.0,4.0,0.0,0.0,0.0
312353,43.0,0.0,0.0,0.0,0.0,0.0
312406,2732.0,11.0,20.0,0.0,0.0,0.0
312413,350.0,24.0,2.0,0.0,0.0,0.0
312435,32.0,3.0,0.0,0.0,0.0,0.0
312439,14.0,0.0,0.0,0.0,0.0,0.0
312455,664.0,1.0,0.0,0.0,0.0,0.0
312521,1263.0,1.0,5.0,0.0,0.0,0.0
312542,105.0,0.0,3.0,0.0,0.0,0.0
312570,1061.0,15.0,11.0,0.0,0.0,0.0
312710,1.0,1.0,0.0,0.0,0.0,0.0
312728,2355.0,19.0,37.0,8.0,0.0,0.0
312785,25.0,0.0,0.0,0.0,0.0,0.0
312860,86.0,1.0,2.0,0.0,0.0,0.0
312874,499.0,41.0,12.0,1.0,0.0,0.0
312912,16.0,0.0,0.0,0.0,0.0,0.0
312921,176.0,2.0,1.0,1.0,0.0,0.0
312938,202.0,4.0,3.0,6.0,0.0,0.0
312959,5.0,0.0,0.0,0.0,0.0,0.0
313001,740.0,0.0,1.0,0.0,0.0,0.0
313033,23.0,22.0,0.0,0.0,0.0,0.0
313056,616.0,33.0,25.0,0.0,0.0,0.0
313087,714.0,4.0,3.0,0.0,0.0,0.0
313133,627.0,4.0,5.0,0.0,0.0,0.0
313141,56.0,1.0,0.0,0.0,0.0,0.0
313145,360.0,2.0,5.0,0.0,0.0,0.0
313177,1053.0,1.0,3.0,0.0,0.0,0.0
313245,50.0,1.0,1.0,0.0,0.0,0.0
313317,9.0,4.0,0.0,0.0,0.0,0.0
313387,49.0,0.0,0.0,0.0,0.0,0.0
313397,993.0,41.0,7.0,0.0,0.0,0.0
313434,428.0,7.0,12.0,0.0,0.0,0.0
313464,976.0,4.0,10.0,0.0,0.0,0.0
313476,3447.0,25.0,18.0,0.0,0.0,0.0
313501,16.0,0.0,0.0,0.0,0.0,0.0
313530,1.0,0.0,0.0,0.0,0.0,0.0
313542,871.0,18.0,16.0,0.0,0.0,0.0
313578,16.0,0.0,0.0,0.0,0.0,0.0
313601,4.0,3.0,0.0,0.0,0.0,0.0
313674,568.0,2.0,0.0,0.0,0.0,0.0
313704,1755.0,24.0,9.0,7.0,0.0,1.0
313747,761.0,14.0,2.0,0.0,0.0,0.0
313783,492.0,21.0,8.0,1.0,0.0,0.0
313790,2.0,0.0,0.0,0.0,0.0,0.0
313793,1850.0,7.0,0.0,0.0,0.0,0.0
313813,390.0,1.0,1.0,0.0,0.0,0.0
313821,5.0,0.0,0.0,0.0,0.0,0.0
313851,2.0,0.0,0.0,0.0,0.0,0.0
313853,7.0,0.0,0.0,0.0,0.0,0.0
313879,263.0,15.0,2.0,39.0,0.0,0.0
313916,2692.0,55.0,38.0,19.0,0.0,0.0
313919,22.0,0.0,0.0,0.0,0.0,0.0
313943,751.0,14.0,2.0,0.0,0.0,0.0
314046,277.0,2.0,1.0,0.0,0.0,0.0
314048,191.0,3.0,0.0,0.0,0.0,0.0
314090,39.0,0.0,0.0,0.0,0.0,0.0
314126,1765.0,8.0,0.0,5.0,0.0,0.0
314127,434.0,0.0,0.0,0.0,0.0,0.0
314151,7.0,1.0,0.0,1.0,0.0,0.0
314223,941.0,113.0,30.0,0.0,0.0,0.0
314243,263.0,23.0,28.0,0.0,0.0,0.0
314246,217.0,0.0,0.0,3.0,0.0,0.0
314265,29.0,0.0,0.0,0.0,0.0,0.0
314271,496.0,45.0,24.0,0.0,0.0,0.0
314285,552.0,1.0,0.0,0.0,0.0,0.0
314297,27.0,2.0,0.0,0.0,0.0,0.0
314362,10.0,1.0,0.0,0.0,0.0,0.0
314369,137.0,2.0,4.0,0.0,0.0,0.0
314443,1.0,0.0,0.0,0.0,0.0,0.0
314461,93.0,0.0,1.0,0.0,0.0,0.0
314491,9.0,2.0,0.0,0.0,0.0,0.0
314494,3.0,0.0,0.0,0.0,0.0,0.0
314496,134.0,2.0,1.0,0.0,0.0,0.0
314541,20.0,2.0,0.0,0.0,0.0,0.0
314584,7.0,0.0,0.0,0.0,0.0,0.0
314672,4.0,0.0,0.0,0.0,0.0,0.0
314727,582.0,2.0,1.0,0.0,0.0,0.0
314752,88.0,0.0,2.0,0.0,0.0,0.0
314755,2.0,0.0,0.0,0.0,0.0,0.0
314758,213.0,19.0,3.0,0.0,0.0,0.0
314765,608.0,2.0,18.0,0.0,0.0,0.0
314771,4142.0,381.0,19.0,0.0,0.0,0.0
314798,347.0,0.0,2.0,0.0,0.0,0.0
314812,113.0,7.0,0.0,0.0,0.0,0.0
314828,150.0,20.0,14.0,18.0,0.0,0.0
314838,142.0,34.0,0.0,0.0,0.0,0.0
314845,976.0,1.0,1.0,0.0,0.0,0.0
314855,35.0,8.0,0.0,0.0,0.0,0.0
314868,2481.0,5.0,33.0,2.0,0.0,4.0
314879,38.0,1.0,0.0,0.0,0.0,0.0
314896,233.0,0.0,1.0,0.0,0.0,0.0
314899,24.0,0.0,0.0,0.0,0.0,0.0
314905,215.0,0.0,1.0,0.0,0.0,0.0
314918,437.0,2.0,1.0,5.0,0.0,0.0
314948,875.0,100.0,5.0,0.0,0.0,0.0
314990,13.0,0.0,0.0,0.0,0.0,0.0
315007,28.0,1.0,0.0,0.0,0.0,0.0
315023,736.0,23.0,7.0,0.0,0.0,0.0
315063,105.0,0.0,0.0,0.0,0.0,0.0
315068,43.0,0.0,0.0,0.0,0.0,0.0
315152,70.0,1.0,5.0,0.0,0.0,0.0
315168,250.0,1.0,0.0,0.0,0.0,0.0
315239,223.0,1.0,0.0,4.0,0.0,0.0
315266,6.0,0.0,0.0,0.0,0.0,0.0
315335,34.0,1.0,3.0,0.0,0.0,0.0
315348,560.0,23.0,3.0,0.0,0.0,0.0
315441,88.0,7.0,0.0,0.0,0.0,0.0
315493,1968.0,21.0,2.0,0.0,0.0,0.0
315509,268.0,3.0,9.0,10.0,0.0,0.0
315641,523.0,13.0,0.0,0.0,0.0,0.0
315693,19.0,0.0,0.0,0.0,0.0,0.0
315696,80.0,1.0,1.0,7.0,0.0,0.0
315698,14.0,3.0,0.0,1.0,0.0,0.0
315712,2553.0,1.0,7.0,0.0,0.0,0.0
315756,3.0,1.0,0.0,0.0,0.0,0.0
315809,37.0,4.0,4.0,0.0,0.0,0.0
315875,61.0,0.0,0.0,0.0,0.0,0.0
315882,132.0,0.0,0.0,0.0,0.0,0.0
315909,2126.0,17.0,11.0,0.0,0.0,0.0
315910,162.0,4.0,3.0,5.0,0.0,0.0
315941,179.0,0.0,9.0,0.0,0.0,0.0
315944,465.0,49.0,3.0,2.0,0.0,0.0
315947,6.0,0.0,0.0,2.0,0.0,0.0
315987,201.0,0.0,8.0,0.0,0.0,0.0
316073,6.0,0.0,0.0,0.0,0.0,0.0
316153,3.0,0.0,0.0,0.0,0.0,0.0
316182,170.0,1.0,0.0,0.0,0.0,0.0
316205,354.0,13.0,0.0,0.0,0.0,0.0
316253,903.0,24.0,7.0,1.0,0.0,0.0
316278,96.0,2.0,1.0,0.0,0.0,0.0
316320,13.0,4.0,0.0,0.0,0.0,0.0
316338,116.0,8.0,1.0,0.0,0.0,0.0
316402,443.0,7.0,41.0,0.0,0.0,0.0
316406,1198.0,1.0,3.0,0.0,0.0,0.0
316411,9.0,0.0,0.0,0.0,0.0,0.0
316495,572.0,3.0,75.0,0.0,0.0,0.0
316525,40.0,0.0,0.0,0.0,0.0,0.0
316571,40.0,2.0,0.0,0.0,0.0,0.0
316589,145.0,1.0,0.0,0.0,0.0,0.0
316600,85.0,0.0,2.0,0.0,0.0,0.0
316679,107.0,0.0,0.0,0.0,0.0,0.0
316694,2341.0,2.0,9.0,0.0,0.0,0.0
316703,23.0,2.0,0.0,0.0,0.0,0.0
316713,1.0,0.0,0.0,0.0,0.0,0.0
316723,141.0,40.0,1.0,0.0,0.0,0.0
316726,112.0,1.0,0.0,0.0,0.0,0.0
316737,1177.0,11.0,8.0,1.0,0.0,0.0
316787,74.0,1.0,0.0,0.0,0.0,0.0
316789,3.0,1.0,0.0,0.0,0.0,0.0
316907,6.0,0.0,0.0,0.0,0.0,0.0
316917,380.0,47.0,41.0,0.0,0.0,0.0
316919,188.0,0.0,0.0,0.0,0.0,0.0
316938,15.0,0.0,0.0,0.0,0.0,0.0
317005,20.0,0.0,4.0,0.0,0.0,0.0
317050,570.0,5.0,6.0,0.0,0.0,0.0
317090,334.0,1.0,0.0,0.0,0.0,0.0
317105,5.0,0.0,0.0,0.0,0.0,0.0
317145,3.0,1.0,0.0,0.0,0.0,0.0
317149,4.0,0.0,0.0,0.0,0.0,0.0
317186,246.0,5.0,3.0,2.0,0.0,0.0
317204,1263.0,4.0,10.0,0.0,0.0,0.0
317235,24.0,2.0,13.0,0.0,0.0,0.0
317263,8.0,0.0,0.0,0.0,0.0,0.0
317304,40.0,1.0,0.0,2.0,0.0,0.0
317328,535.0,5.0,0.0,0.0,0.0,0.0
317341,575.0,13.0,21.0,0.0,0.0,0.0
317352,25.0,0.0,0.0,0.0,0.0,0.0
317382,10.0,0.0,0.0,0.0,0.0,0.0
317393,8.0,0.0,0.0,0.0,0.0,0.0
317419,26.0,0.0,0.0,0.0,0.0,0.0
317444,121.0,2.0,0.0,3.0,0.0,0.0
317476,461.0,6.0,20.0,0.0,0.0,0.0
317498,69.0,0.0,0.0,0.0,0.0,0.0
317584,32.0,0.0,0.0,0.0,0.0,0.0
317598,43.0,0.0,0.0,0.0,0.0,0.0
317618,619.0,1.0,0.0,0.0,0.0,0.0
317624,973.0,10.0,2.0,8.0,0.0,0.0
317627,90.0,1.0,30.0,0.0,0.0,0.0
317634,44.0,0.0,0.0,0.0,0.0,0.0
317650,70.0,1.0,1.0,0.0,0.0,0.0
317670,505.0,0.0,2.0,0.0,0.0,0.0
317678,2.0,1.0,1.0,0.0,0.0,0.0
317719,3.0,0.0,0.0,0.0,0.0,0.0
317751,349.0,158.0,29.0,0.0,0.0,0.0
317767,327.0,3.0,0.0,1.0,0.0,0.0
317770,9.0,3.0,0.0,0.0,0.0,0.0
317839,126.0,3.0,5.0,0.0,0.0,0.0
317840,246.0,6.0,1.0,1.0,0.0,0.0
317928,516.0,16.0,4.0,0.0,0.0,0.0
317939,6.0,0.0,0.0,0.0,0.0,0.0
317941,1803.0,110.0,3.0,1.0,0.0,0.0
317966,332.0,0.0,1.0,0.0,0.0,0.0
318007,445.0,21.0,8.0,0.0,0.0,0.0
318053,52.0,1.0,0.0,0.0,0.0,0.0
318072,620.0,14.0,6.0,0.0,0.0,0.0
318113,295.0,1.0,2.0,0.0,0.0,0.0
318129,216.0,1.0,0.0,0.0,0.0,0.0
318136,636.0,74.0,9.0,1.0,0.0,0.0
318189,2.0,1.0,0.0,0.0,0.0,0.0
318193,1.0,0.0,0.0,0.0,0.0,0.0
318215,422.0,43.0,0.0,0.0,0.0,0.0
318224,567.0,3.0,3.0,0.0,0.0,0.0
318253,4903.0,26.0,11.0,0.0,0.0,0.0
318261,869.0,1.0,1.0,0.0,0.0,0.0
318286,1.0,0.0,0.0,0.0,0.0,0.0
318294,2207.0,1.0,8.0,38.0,0.0,0.0
318328,246.0,7.0,0.0,0.0,0.0,0.0
318337,468.0,10.0,1.0,0.0,0.0,0.0
318348,1398.0,73.0,88.0,0.0,0.0,0.0
318431,448.0,8.0,8.0,0.0,0.0,0.0
318441,96.0,1.0,2.0,0.0,0.0,0.0
318507,701.0,13.0,2.0,1.0,0.0,0.0
318513,968.0,8.0,10.0,0.0,1.0,1.0
318595,298.0,8.0,2.0,0.0,0.0,0.0
318629,24.0,11.0,0.0,0.0,0.0,0.0
318716,279.0,0.0,2.0,0.0,0.0,0.0
318736,4.0,1.0,0.0,0.0,0.0,0.0
318813,4822.0,5.0,14.0,0.0,0.0,0.0
318820,2858.0,105.0,22.0,0.0,0.0,0.0
318880,1140.0,129.0,20.0,0.0,0.0,0.0
318896,2.0,1.0,0.0,0.0,0.0,0.0
318898,210.0,3.0,1.0,0.0,0.0,0.0
318913,13.0,0.0,0.0,0.0,0.0,0.0
318914,1139.0,9.0,2.0,0.0,0.0,0.0
318925,1215.0,9.0,4.0,0.0,0.0,0.0
319007,1122.0,162.0,15.0,8.0,0.0,0.0
319060,136.0,17.0,0.0,0.0,0.0,0.0
319080,233.0,5.0,3.0,2.0,0.0,0.0
319088,1179.0,7.0,18.0,0.0,0.0,0.0
319114,47.0,5.0,1.0,0.0,0.0,0.0
319217,85.0,1.0,0.0,0.0,0.0,0.0
319227,1578.0,91.0,13.0,0.0,0.0,0.0
319266,777.0,1.0,2.0,1.0,0.0,0.0
319333,1832.0,279.0,709.0,2.0,0.0,0.0
319338,658.0,2.0,5.0,0.0,0.0,0.0
319369,2597.0,17.0,18.0,5.0,0.0,0.0
319439,489.0,1.0,0.0,69.0,0.0,0.0
319469,11.0,0.0,0.0,0.0,0.0,0.0
319534,68.0,0.0,0.0,1.0,0.0,0.0
319540,3.0,0.0,0.0,0.0,0.0,0.0
319549,509.0,71.0,27.0,0.0,0.0,0.0
319556,1.0,0.0,0.0,0.0,0.0,0.0
319560,498.0,6.0,0.0,0.0,0.0,0.0
319579,310.0,0.0,1.0,19.0,0.0,0.0
319586,136.0,0.0,0.0,2.0,0.0,0.0
319596,823.0,17.0,16.0,0.0,0.0,0.0
319604,397.0,1.0,5.0,0.0,0.0,0.0
319655,1357.0,6.0,11.0,0.0,0.0,0.0
319680,657.0,61.0,59.0,4.0,0.0,0.0
319686,1022.0,3.0,1.0,139.0,0.0,0.0
319687,10.0,8.0,0.0,0.0,0.0,0.0
319776,467.0,6.0,25.0,0.0,0.0,0.0
319782,193.0,10.0,1.0,0.0,0.0,0.0
319838,5.0,3.0,0.0,0.0,0.0,0.0
319848,40.0,0.0,0.0,0.0,0.0,0.0
319864,42.0,1.0,0.0,0.0,0.0,0.0
319916,73.0,1.0,0.0,6.0,0.0,0.0
319933,728.0,0.0,0.0,0.0,0.0,0.0
319935,25.0,0.0,3.0,0.0,0.0,0.0
319938,10.0,0.0,1.0,0.0,0.0,0.0
319945,17.0,0.0,0.0,0.0,0.0,0.0
319982,75.0,6.0,0.0,0.0,0.0,0.0
319983,77.0,0.0,0.0,0.0,0.0,0.0
320014,121.0,0.0,5.0,0.0,0.0,0.0
320028,337.0,6.0,0.0,0.0,0.0,0.0
320032,2692.0,4.0,2.0,0.0,0.0,0.0
320075,7.0,0.0,0.0,0.0,0.0,0.0
320094,43.0,4.0,0.0,0.0,0.0,0.0
320108,93.0,0.0,0.0,0.0,0.0,0.0
320110,1342.0,132.0,115.0,25.0,0.0,0.0
320114,5939.0,58.0,52.0,0.0,0.0,0.0
320121,817.0,3.0,11.0,0.0,0.0,0.0
320148,182.0,2.0,2.0,0.0,0.0,0.0
320158,44.0,2.0,0.0,0.0,0.0,0.0
320226,234.0,20.0,3.0,0.0,0.0,0.0
320243,54.0,0.0,1.0,0.0,0.0,0.0
320272,2.0,1.0,0.0,0.0,0.0,0.0
320312,85.0,0.0,0.0,0.0,0.0,0.0
320400,1.0,1.0,0.0,0.0,0.0,0.0
320429,10.0,0.0,2.0,0.0,0.0,0.0
320455,19.0,0.0,0.0,0.0,0.0,0.0
320481,663.0,9.0,3.0,1.0,0.0,0.0
320561,1.0,0.0,0.0,0.0,0.0,0.0
320564,328.0,5.0,0.0,0.0,0.0,0.0
320571,511.0,64.0,36.0,0.0,0.0,0.0
320583,1631.0,11.0,0.0,0.0,0.0,0.0
320589,89.0,2.0,0.0,0.0,0.0,0.0
320641,18.0,0.0,0.0,0.0,0.0,0.0
320646,927.0,52.0,8.0,5.0,0.0,0.0
320675,2.0,2.0,0.0,0.0,0.0,0.0
320735,25.0,0.0,0.0,0.0,0.0,0.0
320749,23.0,0.0,0.0,0.0,0.0,0.0
320776,326.0,2.0,1.0,0.0,0.0,0.0
320885,19.0,0.0,0.0,0.0,0.0,0.0
320914,4.0,0.0,0.0,0.0,0.0,0.0
321011,182.0,3.0,1.0,0.0,0.0,0.0
321018,432.0,31.0,8.0,2.0,0.0,0.0
321088,360.0,5.0,0.0,0.0,0.0,0.0
321129,52.0,1.0,0.0,0.0,0.0,0.0
321133,45.0,0.0,1.0,0.0,0.0,0.0
321138,86.0,4.0,10.0,0.0,0.0,0.0
321147,2.0,0.0,0.0,0.0,0.0,0.0
321200,63.0,0.0,1.0,0.0,0.0,0.0
321248,547.0,27.0,8.0,0.0,0.0,0.0
321274,51.0,0.0,1.0,1.0,0.0,0.0
321281,6.0,3.0,0.0,0.0,0.0,0.0
321385,1355.0,39.0,29.0,0.0,0.0,0.0
321470,490.0,11.0,4.0,0.0,0.0,0.0
321502,41.0,0.0,1.0,0.0,0.0,0.0
321506,48.0,110.0,0.0,0.0,0.0,0.0
321514,22.0,0.0,0.0,1.0,0.0,0.0
321535,755.0,40.0,16.0,0.0,0.0,0.0
